Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,target
Cat,3,Domestic Short Hair,Female,Black,White,Small,Medium,Yes,No,Healthy,150,6,1
Cat,53,Domestic Short Hair,Male,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,4,1
Dog,4,Mixed Breed,Female,Cream,No Color,Small,Long,No,No,Healthy,0,3,1
Cat,18,Tuxedo,Male,Black,White,Medium,Short,No,Yes,Healthy,0,1,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,0
Cat,10,Domestic Short Hair,Female,Brown,Golden,Small,Short,Yes,No,Healthy,0,4,0
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,9,1
Dog,48,Mixed Breed,Male,Brown,Yellow,Large,Short,Not Sure,No,Healthy,1,0,0
Dog,1,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,200,4,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,1
Dog,48,Rottweiler,Male,Black,No Color,Large,Short,Yes,Yes,Healthy,0,4,1
Dog,36,German Shepherd Dog,Female,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,5,1
Dog,12,Mixed Breed,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,300,3,0
Cat,2,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,7,1
Cat,9,Domestic Short Hair,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,0
Cat,36,Domestic Medium Hair,Male,Brown,Gray,Medium,Medium,Not Sure,Yes,Healthy,0,4,0
Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,5,1
Dog,60,Golden Retriever,Male,Golden,No Color,Large,Medium,Yes,Yes,Healthy,0,6,1
Dog,2,Mixed Breed,Male,Brown,Yellow,Medium,Medium,Yes,No,Healthy,0,4,1
Dog,12,Chihuahua,Female,Golden,White,Small,Medium,Yes,No,Healthy,0,3,1
Cat,6,Siamese,Male,Brown,White,Medium,Long,No,No,Healthy,0,1,1
Dog,4,Labrador Retriever,Male,Cream,No Color,Medium,Short,No,Yes,Healthy,50,3,0
Dog,12,Mixed Breed,Male,Yellow,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,0
Cat,12,Tiger,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,3,1
Cat,6,Tabby,Female,Black,Gray,Medium,Short,No,No,Healthy,0,8,1
Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,1
Dog,4,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,No,Healthy,0,5,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,6,1
Dog,4,Mixed Breed,Male,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,1
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Medium,No,No,Healthy,0,1,0
Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,14,1
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,4,1
Dog,36,Rottweiler,Female,Black,No Color,Large,Short,Not Sure,Not Sure,Healthy,350,1,0
Dog,24,Pug,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,5,1
Dog,84,Flat-coated Retriever,Female,Brown,No Color,Large,Medium,Yes,Yes,Minor Injury,0,1,0
Cat,3,Calico,Female,Black,Brown,Small,Medium,No,No,Healthy,0,3,1
Dog,5,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,0
Dog,6,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,1
Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,8,1
Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,8,0
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,1
Dog,1,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,3,1
Dog,3,Labrador Retriever,Female,Black,No Color,Large,Short,Yes,No,Healthy,0,12,1
Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,6,1
Dog,24,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,5,0
Dog,24,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,1,0
Cat,12,Domestic Medium Hair,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,3,1
Cat,1,Oriental Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,80,1,0
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,0
Dog,60,Poodle,Female,White,No Color,Small,Medium,Yes,Not Sure,Healthy,1,1,1
Cat,9,Domestic Short Hair,Male,Golden,No Color,Medium,Medium,No,Yes,Healthy,30,4,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,1
Dog,3,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,0
Dog,15,Mixed Breed,Male,Brown,No Color,Large,Short,No,No,Healthy,0,2,0
Cat,2,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,50,9,1
Dog,20,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,0
Cat,3,Domestic Medium Hair,Female,Black,White,Small,Medium,Not Sure,Not Sure,Healthy,0,15,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,0
Dog,4,Terrier,Male,Cream,White,Medium,Short,Yes,No,Healthy,0,4,1
Cat,12,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,0,1,0
Dog,24,Mixed Breed,Female,White,No Color,Large,Medium,Yes,No,Healthy,0,5,0
Dog,4,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,5,0
Dog,48,Mixed Breed,Female,Black,Brown,Large,Short,Yes,No,Healthy,0,2,0
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,80,10,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,3,1
Dog,4,Mixed Breed,Female,Cream,No Color,Small,Short,Yes,Not Sure,Healthy,0,5,0
Dog,2,Yellow Labrador Retriever,Male,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,3,1
Dog,4,Siberian Husky,Male,Black,White,Large,Medium,Not Sure,Not Sure,Healthy,0,1,1
Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,1,1
Dog,1,Mixed Breed,Male,Golden,No Color,Small,Short,No,Not Sure,Healthy,0,2,0
Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Not Sure,Healthy,0,10,1
Cat,2,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,No,No,Healthy,50,5,1
Dog,24,Poodle,Male,White,No Color,Medium,Medium,Yes,No,Healthy,250,2,1
Dog,0,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,Not Sure,Serious Injury,0,1,0
Cat,6,Domestic Short Hair,Female,Golden,No Color,Medium,Short,No,No,Minor Injury,0,3,0
Cat,0,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,0
Cat,2,Tortoiseshell,Female,Black,Brown,Small,Medium,Yes,Not Sure,Healthy,20,9,0
Dog,36,Siberian Husky,Male,Brown,Cream,Large,Medium,Not Sure,Yes,Healthy,750,9,1
Dog,5,Mixed Breed,Female,Black,Gray,Medium,Medium,Yes,No,Healthy,0,2,0
Cat,2,Domestic Short Hair,Female,Cream,White,Medium,Short,No,No,Healthy,0,3,1
Cat,5,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,9,1
Cat,14,Domestic Long Hair,Male,Cream,No Color,Large,Medium,Not Sure,No,Minor Injury,0,2,0
Cat,18,Domestic Medium Hair,Female,Golden,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,100,6,1
Cat,2,Domestic Short Hair,Male,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,21,1
Cat,1,Domestic Medium Hair,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,4,1
Cat,1,Domestic Medium Hair,Female,Gray,White,Medium,Medium,No,No,Healthy,0,3,1
Cat,2,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,No,Healthy,30,1,1
Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,14,0
Dog,30,Mixed Breed,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,1,0
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,Yes,Healthy,0,5,0
Dog,6,German Shepherd Dog,Female,Black,No Color,Large,Medium,Yes,No,Healthy,0,2,0
Dog,6,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,1
Dog,48,Poodle,Male,Yellow,No Color,Small,Medium,Yes,Yes,Healthy,300,3,1
Dog,8,Mixed Breed,Female,White,No Color,Medium,Long,Yes,Yes,Healthy,0,4,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,3,1
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,1
Dog,8,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,0
Dog,18,German Shepherd Dog,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,350,3,1
Cat,3,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,15,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,1,0
Dog,12,Mixed Breed,Male,Brown,White,Large,Short,Yes,Yes,Healthy,0,2,0
Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,1
Dog,8,Mixed Breed,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,3,0
Dog,6,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,4,1
Cat,7,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,3,0
Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,0,4,1
Dog,30,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Serious Injury,0,6,1
Dog,24,Mixed Breed,Female,Black,White,Large,Medium,Yes,Yes,Healthy,0,1,0
Cat,12,Domestic Medium Hair,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,1
Dog,7,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,200,4,1
Cat,2,American Curl,Female,Brown,Gray,Medium,Long,Yes,No,Healthy,400,11,1
Dog,1,Mixed Breed,Female,Black,Cream,Medium,Short,No,No,Healthy,0,2,1
Dog,72,Doberman Pinscher,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,0,4,1
Dog,12,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,0,0
Dog,24,Beagle,Female,Black,Brown,Medium,Short,Yes,No,Healthy,100,0,1
Dog,17,Mixed Breed,Male,Cream,White,Medium,Medium,Yes,Not Sure,Healthy,100,2,0
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,2,0
Cat,18,Domestic Short Hair,Male,Yellow,White,Medium,Medium,Yes,No,Healthy,0,7,0
Cat,4,Domestic Short Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,1,0
Cat,8,Tabby,Female,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,0,1,0
Dog,2,Mixed Breed,Female,Brown,Cream,Small,Short,No,No,Healthy,0,4,1
Cat,12,Domestic Short Hair,Female,Black,Brown,Small,Short,No,Yes,Healthy,0,10,0
Dog,2,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,2,1
Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,13,1
Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,5,1
Dog,8,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,8,1
Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,3,1
Cat,12,Domestic Medium Hair,Male,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,1
Cat,4,Tabby,Male,Yellow,White,Small,Medium,Yes,No,Healthy,0,7,1
Cat,48,Domestic Short Hair,Male,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,1
Cat,2,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,2,1
Dog,11,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,0,1
Cat,1,Oriental Long Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,1
Dog,24,Labrador Retriever,Male,Yellow,Cream,Medium,Short,Not Sure,Yes,Healthy,0,3,1
Dog,5,Hound,Female,Cream,White,Medium,Short,Yes,No,Healthy,0,1,1
Dog,4,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,4,0
Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,No,No,Healthy,0,4,1
Cat,6,Domestic Short Hair,Male,White,No Color,Small,Short,Yes,No,Healthy,0,2,1
Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,3,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,5,1
Cat,5,Tabby,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,0
Cat,9,Silver,Female,Black,Gray,Medium,Medium,Yes,No,Healthy,200,3,0
Dog,7,Spitz,Male,Brown,Golden,Medium,Medium,Not Sure,No,Healthy,0,2,0
Cat,4,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,2,1
Cat,3,Domestic Short Hair,Male,Brown,No Color,Small,Short,No,No,Healthy,0,2,1
Cat,11,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,Yes,Yes,Healthy,100,1,0
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,1
Dog,12,German Shepherd Dog,Female,Black,Brown,Large,Medium,Not Sure,Not Sure,Healthy,0,4,1
Cat,3,Oriental Short Hair,Female,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,1
Cat,6,Russian Blue,Male,Gray,No Color,Medium,Short,Not Sure,No,Healthy,0,3,1
Dog,13,Miniature Pinscher,Female,Golden,No Color,Small,Short,Yes,Yes,Healthy,0,6,1
Dog,5,Mixed Breed,Male,Black,White,Large,Medium,Yes,Yes,Healthy,0,6,1
Dog,62,Golden Retriever,Female,Golden,Cream,Medium,Medium,Yes,Yes,Healthy,0,3,1
Cat,2,Domestic Long Hair,Female,Cream,No Color,Medium,Medium,No,No,Healthy,80,5,1
Cat,12,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,1,1
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,1
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,0
Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,0
Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Medium,No,No,Healthy,0,3,1
Dog,24,Pomeranian,Male,Yellow,White,Small,Medium,Not Sure,Not Sure,Healthy,0,9,1
Cat,36,Domestic Short Hair,Female,Gray,White,Small,Short,Not Sure,Not Sure,Healthy,0,2,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,29,Dalmatian,Female,Black,Brown,Large,Short,Yes,No,Healthy,1,0,1
Cat,4,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,5,1
Cat,3,Domestic Short Hair,Female,Black,White,Small,Short,Yes,No,Healthy,1,0,0
Dog,12,Poodle,Male,Cream,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,1,1
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,4,1
Cat,5,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,0
Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,1
Cat,1,Tabby,Female,Black,Gray,Medium,Medium,Yes,No,Healthy,0,7,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,1
Cat,4,Tuxedo,Male,Black,White,Medium,Short,Yes,No,Healthy,100,5,1
Dog,1,Doberman Pinscher,Female,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,3,1
Cat,2,Domestic Short Hair,Female,Yellow,Gray,Small,Short,No,No,Healthy,0,10,1
Dog,1,Labrador Retriever,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,1,1
Dog,2,Terrier,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,6,1
Cat,1,Siamese,Male,White,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,1
Cat,4,Calico,Female,Black,Golden,Medium,Long,No,Yes,Healthy,100,5,0
Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,1
Cat,5,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,5,1
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,1
Dog,3,Mixed Breed,Male,Brown,Cream,Medium,Medium,No,No,Healthy,0,0,0
Dog,3,Mixed Breed,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,10,1
Dog,10,Mixed Breed,Male,Yellow,White,Large,Short,Yes,Yes,Healthy,0,2,0
Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,12,1
Dog,11,Mixed Breed,Male,Cream,No Color,Large,Short,Yes,No,Healthy,0,4,1
Cat,2,Domestic Long Hair,Male,Black,No Color,Medium,Long,No,Not Sure,Healthy,0,3,1
Dog,60,Dachshund,Female,Brown,No Color,Medium,Short,Yes,Not Sure,Healthy,0,1,0
Cat,12,Tabby,Male,Golden,White,Medium,Short,Not Sure,No,Healthy,0,1,0
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,0
Dog,18,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,0
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,80,1,0
Dog,48,Silky Terrier,Female,Black,Golden,Small,Medium,Yes,Yes,Healthy,0,2,1
Cat,4,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,0
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,16,1
Dog,5,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,4,0
Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,6,1
Cat,20,Domestic Medium Hair,Male,Gray,White,Medium,Medium,Yes,Yes,Healthy,0,4,1
Dog,1,Border Collie,Female,Black,Cream,Medium,Medium,No,No,Healthy,200,5,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,15,0
Cat,3,Tabby,Female,Black,Gray,Small,Medium,No,No,Healthy,0,5,0
Dog,36,Maltese,Female,White,No Color,Small,Medium,Yes,Yes,Healthy,100,4,1
Cat,4,Domestic Short Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,99,5,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,0
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,35,5,1
Dog,24,Shih Tzu,Male,Black,White,Small,Medium,Not Sure,Not Sure,Healthy,0,3,1
Dog,20,Poodle,Female,Cream,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,450,2,1
Cat,1,Domestic Short Hair,Male,Gray,White,Medium,Medium,No,No,Healthy,50,5,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,4,1
Dog,30,Schnauzer,Female,Gray,White,Small,Medium,Yes,No,Healthy,0,4,1
Cat,5,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,13,Domestic Long Hair,Female,Black,Golden,Medium,Long,Yes,No,Healthy,0,4,1
Cat,2,Persian,Male,Gray,No Color,Large,Long,No,No,Healthy,500,2,1
Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,3,1
Cat,2,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,1,1
Dog,48,Schnauzer,Male,Cream,White,Small,Medium,Yes,Yes,Minor Injury,100,2,1
Cat,1,Domestic Medium Hair,Male,Golden,Yellow,Large,Medium,No,No,Healthy,0,3,1
Dog,48,Poodle,Female,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,3,1
Dog,1,Mixed Breed,Male,Black,Brown,Small,Short,No,Not Sure,Healthy,0,2,1
Cat,4,Domestic Short Hair,Female,Brown,Yellow,Small,Short,Yes,No,Healthy,0,4,1
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,1
Dog,36,Rottweiler,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,4,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,4,1
Cat,8,Siamese,Male,White,No Color,Medium,Short,No,No,Healthy,100,1,0
Dog,3,Siberian Husky,Male,Brown,Cream,Medium,Medium,No,Not Sure,Healthy,0,3,0
Dog,24,Mixed Breed,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,0
Dog,60,Schnauzer,Male,Gray,White,Small,Short,Not Sure,No,Healthy,0,0,1
Dog,10,Irish Wolfhound,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,6,1
Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,20,1,1
Cat,8,American Shorthair,Male,Cream,Gray,Large,Medium,Not Sure,No,Healthy,0,4,1
Dog,108,Weimaraner,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,0
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,3,1
Dog,4,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,0
Dog,96,Poodle,Male,Golden,No Color,Medium,Medium,No,No,Healthy,0,2,0
Cat,2,Domestic Short Hair,Female,Yellow,White,Large,Short,No,Not Sure,Healthy,0,4,1
Cat,2,Domestic Medium Hair,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,5,1
Dog,4,Mixed Breed,Female,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,4,1
Cat,7,American Shorthair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,0
Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,3,0
Dog,3,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,No,No,Healthy,0,1,1
Dog,5,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,1
Cat,4,Domestic Medium Hair,Male,Black,Brown,Small,Medium,Not Sure,Not Sure,Healthy,0,2,1
Dog,72,Doberman Pinscher,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,0,2,1
Cat,2,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,8,1
Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Long,Yes,No,Healthy,0,2,1
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,150,1,0
Dog,12,Doberman Pinscher,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,4,1
Cat,1,Russian Blue,Female,Cream,Gray,Medium,Short,No,No,Healthy,0,5,1
Dog,17,Hound,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,2,1
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Not Sure,Serious Injury,0,5,1
Dog,60,Terrier,Male,Cream,Gray,Medium,Medium,Not Sure,No,Healthy,0,5,0
Dog,4,Beagle,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,3,1
Dog,50,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,80,3,0
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,13,0
Cat,4,Tabby,Male,Brown,Gray,Medium,Short,Yes,No,Healthy,0,13,1
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,1,1
Cat,1,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,26,1
Dog,3,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,50,4,1
Dog,48,Mixed Breed,Female,Cream,No Color,Large,Short,Yes,Yes,Healthy,0,2,1
Dog,12,Mixed Breed,Female,Black,White,Small,Short,Yes,Yes,Healthy,0,4,0
Cat,4,Domestic Short Hair,Female,Brown,Cream,Small,Short,Yes,No,Healthy,0,4,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,150,3,1
Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,6,1
Cat,5,Domestic Short Hair,Male,Gray,No Color,Medium,Short,Yes,No,Healthy,0,0,1
Dog,108,Shih Tzu,Female,Gray,White,Small,Medium,Yes,Yes,Healthy,200,2,0
Dog,2,Mixed Breed,Male,Black,No Color,Large,Short,No,No,Healthy,0,3,1
Cat,1,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,1,1
Dog,49,Mixed Breed,Female,Brown,Golden,Medium,Medium,Yes,Yes,Healthy,9,2,0
Dog,36,Mixed Breed,Male,Black,Yellow,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,0
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,6,1
Cat,12,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,11,0
Cat,84,Domestic Short Hair,Male,Black,Gray,Large,Short,Yes,Yes,Healthy,0,5,0
Dog,12,Mixed Breed,Female,White,No Color,Large,Short,Not Sure,Not Sure,Healthy,0,3,0
